ticker,entry_date,exit_date,direction,days_held,gross_return_pct
TSLA,2023-01-04,2023-01-10,short,5,-9.7399
GE,2023-01-05,2023-01-11,long,5,10.6695
MU,2023-01-05,2023-01-11,long,5,7.1218
MSFT,2023-01-05,2023-01-11,short,5,-3.0315
SBUX,2023-01-05,2023-01-11,long,5,1.7614
WMT,2023-01-09,2023-01-13,long,5,-1.0151
COST,2023-01-09,2023-01-13,long,5,0.4929
V,2023-01-09,2023-01-13,long,5,2.4386
TXN,2023-01-09,2023-01-13,long,5,2.198
CSCO,2023-01-09,2023-01-13,long,5,1.1589
BLK,2023-01-09,2023-01-13,long,5,2.1667
PG,2023-01-09,2023-01-13,long,5,-1.975
CAT,2023-01-09,2023-01-13,long,5,3.8576
AVGO,2023-01-09,2023-01-13,long,5,-1.6026
TMO,2023-01-09,2023-01-13,short,5,-8.6141
MCD,2023-01-09,2023-01-13,long,5,-0.2152
MA,2023-01-09,2023-01-13,long,5,2.1351
PFE,2023-01-10,2023-01-24,short,10,7.9844
MRK,2023-01-10,2023-01-17,short,5,-0.097
LLY,2023-01-10,2023-01-17,short,5,-2.2813
JNJ,2023-01-10,2023-01-17,short,5,1.8598
ABBV,2023-01-10,2023-01-17,short,5,4.6769
AMZN,2023-01-12,2023-01-19,long,5,-1.4828
GM,2023-01-17,2023-01-23,short,5,0.0446
WFC,2023-01-17,2023-01-23,long,5,1.8318
F,2023-01-17,2023-01-23,short,5,-0.8382
GS,2023-01-18,2023-01-24,short,5,0.3425
MS,2023-01-18,2023-01-24,long,5,-1.6172
PG,2023-01-19,2023-01-25,short,5,2.596
WMT,2023-01-19,2023-01-25,short,5,-1.114
PEP,2023-01-19,2023-01-25,short,5,-0.2098
MCD,2023-01-19,2023-01-25,short,5,-2.6095
IBM,2023-01-19,2023-01-25,short,5,-0.256
KO,2023-01-19,2023-01-25,short,5,-1.8492
HD,2023-01-20,2023-01-26,short,5,-0.968
GOOGL,2023-01-23,2023-01-27,long,5,1.3773
DIS,2023-01-23,2023-01-27,long,5,5.8562
NFLX,2023-01-23,2023-01-27,long,5,5.3343
QCOM,2023-01-24,2023-01-30,long,5,0.4579
NVDA,2023-01-24,2023-01-30,long,5,-0.1615
AMD,2023-01-24,2023-01-30,long,5,-5.3312
MU,2023-01-24,2023-01-30,long,5,-0.1779
TMO,2023-01-25,2023-01-31,short,5,1.7687
CVX,2023-01-27,2023-01-27,long,1,-4.4411
IBM,2023-01-27,2023-02-02,short,5,-1.4385
XOM,2023-01-27,2023-02-02,long,5,-5.6131
TSLA,2023-01-27,2023-02-03,long,6,18.5375
CRM,2023-01-27,2023-02-02,long,5,5.7847
INTC,2023-01-30,2023-02-03,short,5,-7.3563
AXP,2023-01-30,2023-02-03,long,5,3.8013
CVX,2023-01-30,2023-02-03,short,5,5.7654
JNJ,2023-01-31,2023-02-06,short,5,-0.8587
GM,2023-02-01,2023-02-09,long,7,5.8749
CAT,2023-02-01,2023-02-07,short,5,0.9657
NVDA,2023-02-02,2023-02-08,long,5,6.0259
AMD,2023-02-02,2023-02-08,long,5,0.0591
META,2023-02-03,2023-02-09,long,5,-5.7477
PYPL,2023-02-03,2023-02-09,long,5,-9.8206
GOOGL,2023-02-03,2023-02-08,long,4,-7.7687
MSFT,2023-02-03,2023-02-14,long,8,2.8609
MRK,2023-02-03,2023-02-09,short,5,-3.1005
LLY,2023-02-03,2023-02-09,short,5,-3.3139
COP,2023-02-03,2023-02-09,short,5,0.9618
AMZN,2023-02-03,2023-02-03,long,1,-8.4315
UNH,2023-02-03,2023-02-09,short,5,-3.0936
AMZN,2023-02-06,2023-02-10,short,5,5.8249
F,2023-02-06,2023-02-10,short,5,-2.2986
SBUX,2023-02-06,2023-02-10,short,5,-3.1367
GOOGL,2023-02-09,2023-02-15,short,5,2.2488
ABBV,2023-02-10,2023-02-16,long,5,0.5582
XOM,2023-02-13,2023-02-17,long,5,-5.9022
LLY,2023-02-16,2023-02-23,short,5,2.2035
CSCO,2023-02-17,2023-02-24,long,5,-4.9225
MRK,2023-02-21,2023-02-27,long,5,-0.1461
IBM,2023-02-22,2023-02-28,short,5,1.8517
HD,2023-02-22,2023-02-28,short,5,-0.3703
INTC,2023-02-22,2023-02-28,short,5,4.4311
GM,2023-02-22,2023-02-28,short,5,5.9712
NVDA,2023-02-24,2023-03-02,long,5,-1.479
BA,2023-02-27,2023-03-03,short,5,-8.04
ADBE,2023-02-27,2023-03-03,short,5,-7.0203
GS,2023-03-01,2023-03-07,short,5,0.7251
MRK,2023-03-01,2023-03-06,short,4,-4.5262
CAT,2023-03-02,2023-03-08,long,5,0.0201
CRM,2023-03-03,2023-03-09,long,5,-4.2178
AAPL,2023-03-06,2023-03-10,long,5,-1.6752
META,2023-03-06,2023-03-10,long,5,-3.0985
AVGO,2023-03-06,2023-03-10,long,5,-2.8336
MRK,2023-03-07,2023-03-13,long,5,-4.8335
JPM,2023-03-08,2023-03-22,short,11,7.896
WFC,2023-03-08,2023-03-20,short,9,16.9412
BAC,2023-03-08,2023-03-20,short,9,17.7909
BLK,2023-03-10,2023-03-16,short,5,2.1053
GM,2023-03-10,2023-03-16,short,5,8.9501
GE,2023-03-10,2023-03-16,long,5,0.4478
MS,2023-03-10,2023-03-22,short,9,4.5346
CAT,2023-03-13,2023-03-17,short,5,5.3868
ORCL,2023-03-13,2023-03-17,short,5,-1.4935
AXP,2023-03-13,2023-03-20,short,6,3.811
GS,2023-03-13,2023-03-17,short,5,7.4962
META,2023-03-15,2023-03-21,long,5,4.1954
AMD,2023-03-15,2023-03-23,long,7,14.6712
CVX,2023-03-16,2023-03-22,short,5,-1.6255
XOM,2023-03-16,2023-03-22,short,5,-3.1684
COP,2023-03-16,2023-03-22,short,5,-3.4216
INTC,2023-03-17,2023-03-23,long,5,-3.8105
ADBE,2023-03-17,2023-03-23,long,5,4.4468
MSFT,2023-03-17,2023-03-23,long,5,0.5286
NKE,2023-03-22,2023-03-22,long,1,-4.8643
NKE,2023-03-23,2023-03-29,short,5,-0.9433
MU,2023-03-24,2023-04-05,long,9,-7.0427
NFLX,2023-03-24,2023-03-30,long,5,5.6372
IBM,2023-03-28,2023-04-03,long,5,2.1267
INTC,2023-03-30,2023-04-05,long,5,4.1561
HD,2023-04-03,2023-04-10,long,5,-1.3384
SBUX,2023-04-03,2023-04-10,long,5,0.5858
UNH,2023-04-04,2023-04-13,long,7,6.4833
COP,2023-04-04,2023-04-11,long,5,-1.5403
CVX,2023-04-04,2023-04-11,long,5,-0.4295
XOM,2023-04-04,2023-04-11,long,5,-0.6717
CAT,2023-04-05,2023-04-12,short,5,-1.602
JNJ,2023-04-06,2023-04-13,long,5,0.3019
MU,2023-04-11,2023-04-17,long,5,-1.1538
AAPL,2023-04-14,2023-04-20,long,5,0.6584
AMZN,2023-04-14,2023-04-20,long,5,1.3769
JPM,2023-04-17,2023-04-21,long,5,1.3047
BLK,2023-04-17,2023-04-21,long,5,-1.5029
BA,2023-04-17,2023-04-21,short,5,-1.7446
JNJ,2023-04-19,2023-04-25,short,5,-2.552
UNH,2023-04-20,2023-04-26,short,5,0.6182
CSCO,2023-04-20,2023-04-27,short,6,3.0495
TSLA,2023-04-21,2023-04-27,short,5,1.327
LLY,2023-04-24,2023-05-10,long,13,13.1554
PG,2023-04-24,2023-04-28,long,5,0.1986
TXN,2023-04-26,2023-05-02,short,5,3.1914
TMO,2023-04-26,2023-05-02,short,5,0.6569
PEP,2023-04-26,2023-05-02,long,5,1.3389
MSFT,2023-04-27,2023-05-03,long,5,3.0572
MRK,2023-04-27,2023-05-03,short,5,-4.098
HD,2023-04-27,2023-05-03,short,5,-1.8231
AAPL,2023-04-28,2023-05-04,long,5,-1.5557
MCD,2023-04-28,2023-05-04,long,5,0.1493
AMZN,2023-04-28,2023-05-04,long,5,-5.2996
DIS,2023-04-28,2023-05-04,long,5,-2.4817
ABBV,2023-04-28,2023-05-04,short,5,0.9124
META,2023-04-28,2023-05-04,long,5,-2.1127
UBER,2023-05-02,2023-05-09,long,6,16.6463
AVGO,2023-05-03,2023-05-05,short,3,-2.9283
CVX,2023-05-03,2023-05-09,short,5,0.4682
XOM,2023-05-03,2023-05-09,short,5,0.7454
AXP,2023-05-03,2023-05-09,short,5,-0.2068
SBUX,2023-05-04,2023-05-10,short,5,-2.8764
ADBE,2023-05-04,2023-05-10,short,5,0.1235
AMD,2023-05-04,2023-05-10,short,5,-16.6199
DIS,2023-05-05,2023-05-18,short,10,2.8589
QCOM,2023-05-05,2023-05-11,short,5,2.2635
AVGO,2023-05-08,2023-05-12,long,5,0.1634
V,2023-05-08,2023-05-12,long,5,0.022
AAPL,2023-05-08,2023-05-12,long,5,-0.4386
PYPL,2023-05-08,2023-05-09,long,2,-12.0915
PYPL,2023-05-10,2023-05-16,short,5,7.9896
GOOGL,2023-05-11,2023-05-18,long,6,9.915
MU,2023-05-16,2023-05-22,long,5,2.4598
GE,2023-05-16,2023-05-22,long,5,2.5
BAC,2023-05-18,2023-05-24,long,5,-1.6451
HD,2023-05-18,2023-05-24,long,5,-0.4412
WFC,2023-05-18,2023-05-24,long,5,1.0134
NFLX,2023-05-19,2023-05-25,long,5,-3.3101
AVGO,2023-05-19,2023-06-05,long,11,18.3508
NVDA,2023-05-19,2023-06-02,long,10,24.1461
ORCL,2023-05-19,2023-05-23,long,3,-3.7131
NKE,2023-05-22,2023-05-30,short,6,7.5294
MCD,2023-05-23,2023-05-30,short,5,1.5417
PEP,2023-05-23,2023-05-30,short,5,2.749
PFE,2023-05-23,2023-05-30,long,5,-4.4903
PG,2023-05-23,2023-05-30,short,5,4.1288
KO,2023-05-23,2023-05-30,short,5,2.873
MA,2023-05-24,2023-05-31,short,5,2.3165
ORCL,2023-05-24,2023-05-25,short,2,-5.8623
V,2023-05-24,2023-05-31,short,5,1.5636
ORCL,2023-05-26,2023-06-02,long,5,1.5341
INTC,2023-05-26,2023-05-26,short,1,-5.8394
AMD,2023-05-26,2023-06-02,long,5,-2.069
ADBE,2023-05-26,2023-06-05,long,6,10.7433
MSFT,2023-05-26,2023-06-02,long,5,2.9087
META,2023-05-30,2023-06-05,long,5,3.5682
AXP,2023-05-30,2023-06-09,long,9,9.2089
NFLX,2023-05-30,2023-06-05,long,5,6.5087
QCOM,2023-05-30,2023-06-06,long,6,6.1786
F,2023-05-30,2023-05-31,long,2,-0.7444
COST,2023-05-30,2023-06-05,long,5,2.1665
INTC,2023-05-30,2023-06-05,long,5,2.9655
MU,2023-05-30,2023-06-05,long,5,-8.3322
AMZN,2023-05-30,2023-06-05,long,5,4.321
TXN,2023-05-30,2023-06-05,long,5,-3.4205
F,2023-06-01,2023-06-07,short,5,-12.0715
CRM,2023-06-02,2023-06-08,short,5,1.417
ABBV,2023-06-02,2023-06-08,short,5,-3.1389
BRK-B,2023-06-05,2023-06-09,long,5,1.7634
CAT,2023-06-05,2023-06-09,long,5,3.7065
NKE,2023-06-05,2023-06-09,long,5,-1.7814
KO,2023-06-05,2023-06-09,long,5,-1.1282
F,2023-06-08,2023-06-14,long,5,4.4886
MSFT,2023-06-08,2023-06-14,short,5,-4.1798
AMZN,2023-06-08,2023-06-14,short,5,-4.2315
GOOGL,2023-06-08,2023-06-14,short,5,-0.9605
ADBE,2023-06-09,2023-06-15,long,5,11.817
ORCL,2023-06-13,2023-06-22,long,7,3.5644
AVGO,2023-06-13,2023-06-20,long,5,1.4812
INTC,2023-06-13,2023-06-20,long,5,5.8361
NKE,2023-06-15,2023-06-20,long,3,-2.9417
UNH,2023-06-15,2023-06-22,short,5,-4.5306
MSFT,2023-06-16,2023-06-23,long,5,-3.7575
UBER,2023-06-16,2023-06-23,long,5,-0.0461
NKE,2023-06-21,2023-06-27,short,5,-3.6594
INTC,2023-06-22,2023-06-28,short,5,-2.0918
TSLA,2023-06-22,2023-06-28,short,5,0.5487
AMZN,2023-06-23,2023-06-29,long,5,-1.7288
PFE,2023-06-27,2023-07-03,short,5,0.6107
TXN,2023-06-28,2023-07-05,long,5,0.1248
JPM,2023-06-30,2023-07-07,long,5,1.3256
GS,2023-06-30,2023-07-07,long,5,-2.4513
WFC,2023-06-30,2023-07-07,long,5,0.7538
V,2023-06-30,2023-07-07,long,5,0.909
WMT,2023-07-03,2023-07-07,long,4,-2.3476
AAPL,2023-07-03,2023-07-10,long,5,-2.7633
TSLA,2023-07-05,2023-07-11,long,5,-3.5844
PYPL,2023-07-07,2023-07-13,short,5,-8.863
COP,2023-07-07,2023-07-13,short,5,-9.4402
XOM,2023-07-07,2023-07-13,short,5,-1.6219
MS,2023-07-07,2023-07-13,short,5,-3.3859
HD,2023-07-07,2023-07-13,short,5,-4.0918
PEP,2023-07-10,2023-07-13,short,4,-2.4348
COST,2023-07-10,2023-07-14,short,5,-4.0104
PG,2023-07-10,2023-07-14,short,5,-0.8439
WMT,2023-07-10,2023-07-14,short,5,-0.7701
SBUX,2023-07-11,2023-07-17,long,5,1.8158
TXN,2023-07-11,2023-07-17,long,5,2.2069
LLY,2023-07-12,2023-07-14,short,3,-2.3714
CRM,2023-07-12,2023-07-18,long,5,2.9208
CSCO,2023-07-13,2023-07-19,short,5,-3.3611
NVDA,2023-07-14,2023-07-20,long,5,-0.994
PEP,2023-07-14,2023-07-20,long,5,0.9439
GOOGL,2023-07-14,2023-07-20,long,5,-4.2878
XOM,2023-07-17,2023-07-21,short,5,-2.8803
LLY,2023-07-17,2023-07-21,long,5,2.7989
UNH,2023-07-17,2023-07-25,long,7,6.4061
DIS,2023-07-18,2023-07-24,short,5,-1.2447
F,2023-07-18,2023-07-24,short,5,-0.1858
MSFT,2023-07-19,2023-07-25,long,5,-2.3673
BAC,2023-07-19,2023-07-25,long,5,4.7231
NFLX,2023-07-19,2023-07-20,long,2,-7.8728
MS,2023-07-19,2023-07-25,long,5,2.6974
GS,2023-07-19,2023-07-25,long,5,5.168
WMT,2023-07-21,2023-07-27,long,5,1.0668
NFLX,2023-07-21,2023-07-27,short,5,5.746
ABBV,2023-07-21,2023-08-03,long,10,4.8245
TSLA,2023-07-21,2023-07-27,short,5,2.544
AMZN,2023-07-21,2023-07-27,short,5,1.3181
IBM,2023-07-21,2023-07-27,long,5,3.3169
JNJ,2023-07-21,2023-07-27,long,5,3.1536
META,2023-07-21,2023-07-27,short,5,-3.2444
TMO,2023-07-24,2023-07-28,long,5,-0.0605
AXP,2023-07-24,2023-07-28,short,5,2.7868
GE,2023-07-26,2023-08-01,long,5,-3.3629
GM,2023-07-26,2023-08-01,short,5,-0.6322
TXN,2023-07-27,2023-08-02,short,5,1.2023
GOOGL,2023-07-27,2023-08-02,long,5,-0.6885
MSFT,2023-07-27,2023-08-02,short,5,2.959
BA,2023-07-27,2023-08-02,long,5,-0.61
META,2023-07-28,2023-08-03,long,5,0.4748
MU,2023-07-28,2023-08-03,long,5,-2.6593
PG,2023-07-31,2023-08-04,long,5,-0.7225
INTC,2023-07-31,2023-08-04,long,5,-4.2454
CVX,2023-08-01,2023-08-07,long,5,-2.3035
DIS,2023-08-01,2023-08-02,long,2,-2.9137
JNJ,2023-08-01,2023-08-07,short,5,-3.2938
CAT,2023-08-02,2023-08-08,long,5,-1.9955
UBER,2023-08-02,2023-08-08,short,5,3.2131
NVDA,2023-08-03,2023-08-09,short,5,3.7366
DIS,2023-08-03,2023-08-09,short,5,-1.4087
AMD,2023-08-03,2023-08-09,short,5,-1.3471
PYPL,2023-08-04,2023-08-10,short,5,2.0027
QCOM,2023-08-04,2023-08-10,short,5,2.5471
AAPL,2023-08-07,2023-08-11,short,5,2.1826
AMZN,2023-08-07,2023-08-11,long,5,-0.8311
BRK-B,2023-08-08,2023-08-14,long,5,-1.1308
LLY,2023-08-09,2023-08-15,long,5,5.0214
AVGO,2023-08-10,2023-08-16,short,5,1.9765
GM,2023-08-11,2023-08-17,short,5,3.6818
F,2023-08-11,2023-08-17,short,5,2.7323
DIS,2023-08-11,2023-08-17,long,5,-6.3644
MU,2023-08-15,2023-08-21,long,5,-6.3269
NVDA,2023-08-15,2023-08-28,long,10,7.0441
BLK,2023-08-16,2023-08-22,short,5,1.0366
JPM,2023-08-16,2023-08-22,short,5,2.981
CVX,2023-08-16,2023-08-22,short,5,-0.8696
PYPL,2023-08-16,2023-08-22,short,5,-2.5882
WMT,2023-08-18,2023-08-24,short,5,-0.7977
CSCO,2023-08-18,2023-08-24,long,5,0.9319
PFE,2023-08-18,2023-08-24,long,5,-0.9586
COST,2023-08-18,2023-08-24,short,5,2.6659
JNJ,2023-08-22,2023-08-28,short,5,1.0778
AVGO,2023-08-22,2023-08-28,long,5,-0.4693
TSLA,2023-08-22,2023-08-28,long,5,3.2601
MRK,2023-08-24,2023-08-30,long,5,-0.9793
TMO,2023-08-24,2023-08-30,long,5,2.5237
AMD,2023-08-25,2023-08-31,short,5,-3.8214
NFLX,2023-08-25,2023-08-31,short,5,-6.3053
DIS,2023-08-25,2023-08-31,short,5,-1.4725
AAPL,2023-08-25,2023-08-31,short,5,-6.2176
BA,2023-08-25,2023-08-31,short,5,-3.1498
ORCL,2023-08-25,2023-08-31,short,5,-6.3948
TSLA,2023-08-30,2023-09-06,long,5,-2.0453
UNH,2023-09-01,2023-09-08,short,5,-1.3003
AVGO,2023-09-05,2023-09-11,short,5,1.526
TMO,2023-09-06,2023-09-12,short,5,5.9732
AAPL,2023-09-07,2023-09-14,short,6,3.9321
QCOM,2023-09-08,2023-09-14,short,5,-6.8782
AMZN,2023-09-12,2023-09-18,long,5,-2.1803
TSLA,2023-09-12,2023-09-18,long,5,-3.0338
ORCL,2023-09-13,2023-09-19,short,5,-2.8926
ADBE,2023-09-13,2023-09-28,short,12,6.9509
PG,2023-09-13,2023-09-19,short,5,-1.0481
XOM,2023-09-13,2023-09-19,long,5,-0.1362
NFLX,2023-09-14,2023-09-20,short,5,6.5468
V,2023-09-15,2023-09-28,short,10,4.1223
GS,2023-09-15,2023-09-21,long,5,-4.1588
HD,2023-09-18,2023-09-22,short,5,5.0663
MCD,2023-09-18,2023-09-28,short,9,4.6627
AXP,2023-09-19,2023-09-25,short,5,4.1196
DIS,2023-09-20,2023-09-26,short,5,2.3067
INTC,2023-09-20,2023-09-26,short,5,7.1577
GOOGL,2023-09-21,2023-09-27,short,5,2.3219
UNH,2023-09-21,2023-09-27,long,5,2.3571
IBM,2023-09-21,2023-09-26,long,4,-4.3983
CSCO,2023-09-22,2023-09-28,short,5,-1.0496
AMZN,2023-09-22,2023-09-28,short,5,2.4637
LLY,2023-09-22,2023-09-28,short,5,1.031
UBER,2023-09-22,2023-09-28,short,5,-3.456
IBM,2023-09-27,2023-10-03,short,5,2.007
XOM,2023-09-28,2023-10-04,long,5,-7.2379
MU,2023-09-29,2023-10-05,short,5,-5.7736
WMT,2023-10-02,2023-10-06,short,5,2.1882
NKE,2023-10-02,2023-10-06,long,5,1.5583
BRK-B,2023-10-02,2023-10-06,short,5,1.1148
PFE,2023-10-02,2023-10-06,long,5,-0.1206
MCD,2023-10-03,2023-10-09,short,5,3.0626
GS,2023-10-04,2023-10-10,short,5,-2.7667
BLK,2023-10-04,2023-10-10,short,5,-2.6217
HD,2023-10-04,2023-10-10,short,5,-2.4592
AXP,2023-10-04,2023-10-10,short,5,-4.3478
COP,2023-10-05,2023-10-09,short,3,-7.2903
XOM,2023-10-05,2023-10-11,short,5,4.3581
KO,2023-10-06,2023-10-12,short,5,-0.9157
PEP,2023-10-06,2023-10-12,short,5,1.1465
LLY,2023-10-09,2023-10-18,long,8,7.4343
COP,2023-10-10,2023-10-16,long,5,2.8649
CVX,2023-10-12,2023-10-18,short,5,-4.6879
UBER,2023-10-16,2023-10-20,short,5,1.0187
UNH,2023-10-16,2023-10-20,long,5,-2.2933
PFE,2023-10-17,2023-10-18,long,2,-5.5906
NVDA,2023-10-18,2023-10-24,short,5,0.2687
MS,2023-10-19,2023-10-25,short,5,4.7603
JNJ,2023-10-19,2023-10-25,short,5,0.7508
CAT,2023-10-19,2023-10-25,short,5,5.1632
TMO,2023-10-19,2023-11-01,short,10,5.4412
BLK,2023-10-19,2023-10-25,short,5,1.2863
PFE,2023-10-19,2023-10-25,short,5,2.1452
PG,2023-10-19,2023-10-25,long,5,1.0135
TSLA,2023-10-20,2023-10-26,short,5,6.6385
ABBV,2023-10-20,2023-10-26,short,5,0.1903
NFLX,2023-10-20,2023-10-26,long,5,0.4406
ORCL,2023-10-23,2023-10-27,short,5,0.7742
AXP,2023-10-23,2023-10-27,short,5,0.1142
CVX,2023-10-24,2023-11-03,short,9,8.1285
GE,2023-10-25,2023-10-31,long,5,-4.3918
KO,2023-10-25,2023-10-31,long,5,1.5277
MSFT,2023-10-26,2023-10-26,long,1,-3.7514
TXN,2023-10-26,2023-11-01,short,5,-1.9177
GOOGL,2023-10-26,2023-11-01,short,5,-0.8062
PYPL,2023-10-26,2023-11-01,short,5,-0.4398
AMD,2023-10-26,2023-11-01,short,5,-12.1052
INTC,2023-10-26,2023-10-27,short,2,-8.43
QCOM,2023-10-26,2023-11-01,short,5,-5.5773
AMZN,2023-10-26,2023-10-27,short,2,-5.436
NKE,2023-10-27,2023-10-30,short,2,-1.9387
MA,2023-10-27,2023-11-02,short,5,-4.8077
IBM,2023-10-27,2023-11-02,long,5,2.2607
MSFT,2023-10-27,2023-11-02,short,5,-5.9739
JPM,2023-10-30,2023-11-03,short,5,-5.183
ABBV,2023-10-30,2023-11-03,short,5,-1.8352
F,2023-10-30,2023-11-03,short,5,-7.4147
INTC,2023-10-30,2023-11-03,long,5,7.3157
AMZN,2023-10-30,2023-11-03,long,5,8.5017
GS,2023-10-31,2023-11-10,long,9,8.204
NKE,2023-10-31,2023-11-09,long,8,5.108
CAT,2023-11-01,2023-11-07,short,5,-3.9674
AMD,2023-11-02,2023-11-08,long,5,5.137
PYPL,2023-11-03,2023-11-09,long,5,-1.4166
UBER,2023-11-03,2023-11-09,long,5,7.6807
BLK,2023-11-03,2023-11-09,long,5,1.1373
SBUX,2023-11-03,2023-11-09,long,5,2.7815
BAC,2023-11-03,2023-11-09,long,5,-0.3259
COP,2023-11-03,2023-11-09,long,5,-6.4498
HD,2023-11-03,2023-11-09,long,5,-2.2612
LLY,2023-11-03,2023-11-13,long,7,5.5869
QCOM,2023-11-03,2023-11-09,long,5,2.3347
MS,2023-11-06,2023-11-10,long,5,-1.2195
HD,2023-11-10,2023-11-14,short,3,-5.4967
DIS,2023-11-10,2023-11-16,long,5,4.6159
COST,2023-11-13,2023-11-16,long,4,0.253
AVGO,2023-11-13,2023-11-17,long,5,2.1107
BA,2023-11-14,2023-11-28,long,10,8.7171
F,2023-11-15,2023-11-21,long,5,-2.0192
GS,2023-11-15,2023-11-21,long,5,-1.1071
BLK,2023-11-15,2023-11-21,long,5,3.9134
BAC,2023-11-15,2023-11-21,long,5,1.5058
HD,2023-11-15,2023-11-21,long,5,0.5632
WFC,2023-11-15,2023-11-21,long,5,1.2357
MS,2023-11-15,2023-11-21,long,5,0.2043
MCD,2023-11-17,2023-11-24,long,5,2.3251
INTC,2023-11-17,2023-11-24,long,5,1.4071
COST,2023-11-17,2023-11-24,short,5,-2.1772
WMT,2023-11-17,2023-11-24,short,5,-0.03
CSCO,2023-11-17,2023-11-24,short,5,-0.6926
GM,2023-11-30,2023-12-06,long,5,4.443
GE,2023-12-01,2023-12-07,long,5,-1.9048
UNH,2023-12-01,2023-12-07,long,5,-0.5117
CRM,2023-12-01,2023-12-04,long,2,-0.4923
ABBV,2023-12-01,2023-12-07,long,5,3.9188
BA,2023-12-01,2023-12-07,long,5,2.4608
JNJ,2023-12-04,2023-12-08,long,5,-2.5003
NKE,2023-12-04,2023-12-08,long,5,2.1413
PFE,2023-12-04,2023-12-08,short,5,0.4145
CRM,2023-12-05,2023-12-11,short,5,-0.586
PG,2023-12-06,2023-12-12,short,5,0.551
AMD,2023-12-08,2023-12-14,long,5,7.5018
GOOGL,2023-12-08,2023-12-14,long,5,-3.6442
INTC,2023-12-12,2023-12-18,long,5,2.5819
AVGO,2023-12-12,2023-12-19,long,6,11.2297
COST,2023-12-12,2023-12-26,long,10,8.1365
ORCL,2023-12-13,2023-12-19,short,5,-5.3524
WFC,2023-12-14,2023-12-21,long,6,3.5385
PFE,2023-12-14,2023-12-20,short,5,-3.8026
PEP,2023-12-14,2023-12-14,long,1,-2.1859
TMO,2023-12-14,2023-12-20,long,5,0.2393
BAC,2023-12-14,2023-12-21,long,6,3.6205
MRK,2023-12-14,2023-12-20,long,5,-0.9216
HD,2023-12-14,2023-12-21,long,6,1.622
GS,2023-12-14,2023-12-21,long,6,4.9182
PYPL,2023-12-14,2023-12-20,long,5,0.0162
NFLX,2023-12-14,2023-12-20,long,5,1.9355
MS,2023-12-15,2023-12-21,long,5,1.7465
ADBE,2023-12-15,2023-12-21,short,5,-2.6746
CAT,2023-12-15,2023-12-21,long,5,1.7183
F,2023-12-15,2023-12-29,long,10,0.9106
LLY,2023-12-15,2023-12-21,short,5,0.2444
PEP,2023-12-15,2023-12-21,short,5,0.7204
JPM,2023-12-15,2023-12-21,long,5,2.1404
GM,2023-12-15,2023-12-21,long,5,0.0
MCD,2023-12-15,2023-12-21,short,5,-0.5004
PG,2023-12-15,2023-12-21,short,5,0.2267
CVX,2023-12-15,2023-12-21,long,5,0.5203
UNH,2023-12-15,2023-12-21,short,5,2.7181
BLK,2023-12-15,2023-12-18,long,2,-1.3244
TXN,2023-12-15,2023-12-21,long,5,-1.1672
BA,2023-12-18,2023-12-22,long,5,-1.4493
BLK,2023-12-19,2023-12-26,short,5,-1.3071
AXP,2023-12-21,2023-12-28,short,5,-3.8648
DIS,2023-12-21,2023-12-28,short,5,0.9396
KO,2023-12-21,2023-12-28,short,5,-1.9502
JNJ,2023-12-21,2023-12-28,short,5,-2.1281
MU,2023-12-21,2023-12-21,short,1,-8.6288
BRK-B,2023-12-21,2023-12-28,short,5,-0.6218
SBUX,2023-12-21,2023-12-28,short,5,-1.2837
GE,2023-12-22,2023-12-29,long,5,0.5829
MU,2023-12-22,2023-12-29,long,5,-0.0301
NKE,2023-12-26,2024-01-02,short,5,1.3307
INTC,2023-12-27,2024-01-02,long,4,-5.3465
UNH,2024-01-03,2024-01-09,long,5,-0.1799
INTC,2024-01-03,2024-01-09,short,5,-0.6631
TMO,2024-01-03,2024-01-03,long,1,-2.8173
UBER,2024-01-03,2024-01-09,short,5,-3.2977
MRK,2024-01-03,2024-01-09,long,5,4.5832
BRK-B,2024-01-03,2024-01-09,long,5,1.225
PEP,2024-01-03,2024-01-09,long,5,-3.3197
QCOM,2024-01-03,2024-01-09,short,5,0.1631
NFLX,2024-01-03,2024-01-09,short,5,-2.8847
SBUX,2024-01-03,2024-01-09,short,5,0.5856
JNJ,2024-01-03,2024-01-09,long,5,1.0377
CRM,2024-01-03,2024-01-08,short,4,-1.9931
BA,2024-01-03,2024-01-23,short,14,16.9432
ABBV,2024-01-03,2024-01-09,long,5,1.558
AMD,2024-01-03,2024-01-08,short,4,-5.5727
AAPL,2024-01-03,2024-01-09,short,5,0.1876
F,2024-01-04,2024-01-10,short,5,-1.0579
CAT,2024-01-04,2024-01-10,short,5,-3.1125
TMO,2024-01-04,2024-01-10,short,5,-2.8529
PYPL,2024-01-04,2024-01-10,short,5,-3.9836
LLY,2024-01-04,2024-01-10,long,5,2.022
COP,2024-01-05,2024-01-11,short,5,4.86
NVDA,2024-01-09,2024-01-16,long,5,7.9019
CRM,2024-01-09,2024-01-16,long,5,3.1893
AMD,2024-01-09,2024-01-31,long,16,14.7147
HD,2024-01-11,2024-01-18,long,5,0.3083
META,2024-01-11,2024-01-18,long,5,1.5278
IBM,2024-01-16,2024-02-01,long,13,12.7262
WFC,2024-01-16,2024-01-19,short,4,-1.6433
